0.000000, 2.000000, 0.333333
0.200000, 1.333333, 0.500000
0.400000, 1.000000, 0.583333
0.600000, 0.833333, 0.625000
0.800000, 0.750000, 0.645833
1.000000, 0.708333, 0.656250
1.200000, 0.687500, 0.661458
1.400000, 0.677083, 0.664063
1.600000, 0.671875, 0.665365
1.800000, 0.669271, 0.666016
2.000000, 0.667969, 0.666341
2.200000, 0.667318, 0.666504
2.400000, 0.666992, 0.666585
2.600000, 0.666829, 0.666626
2.800000, 0.666748, 0.666646
3.000000, 0.666707, 0.666656
3.200000, 0.666687, 0.666662
3.400000, 0.666677, 0.666664
3.600000, 0.666672, 0.666665
3.800000, 0.666669, 0.666666
4.000000, 0.666668, 0.666666
4.200000, 0.666667, 0.666667
4.400000, 0.666667, 0.666667
4.600000, 0.666667, 0.666667
4.800000, 0.666667, 0.666667
5.000000, 0.666667, 0.666667
5.200000, 0.666667, 0.666667
5.400000, 0.666667, 0.666667
5.600000, 0.666667, 0.666667
5.800000, 0.666667, 0.666667
6.000000, 0.666667, 0.666667
6.200000, 0.666667, 0.666667
6.400000, 0.666667, 0.666667
6.600000, 0.666667, 0.666667
6.800000, 0.666667, 0.666667
7.000000, 0.666667, 0.666667
7.200000, 0.666667, 0.666667
7.400000, 0.666667, 0.666667
7.600000, 0.666667, 0.666667
7.800000, 0.666667, 0.666667
8.000000, 0.666667, 0.666667
8.200000, 0.666667, 0.666667
8.400000, 0.666667, 0.666667
8.600000, 0.666667, 0.666667
8.800000, 0.666667, 0.666667
9.000000, 0.666667, 0.666667
9.200000, 0.666667, 0.666667
9.400000, 0.666667, 0.666667
9.600000, 0.666667, 0.666667
9.800000, 0.666667, 0.666667
10.000000, 0.666667, 0.666667
